Label,Input Size,Threads,Mode,Cnt,Score,Score Mean Error,Units
ClassicStreamBenchmark.bench_defaultParallelStream, 100,7,AverageTime,20,0.06772709725595646,2.2416705396025317E-5,ms/op
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_8, 100,8,AverageTime,20,0.07716775335077089,7.013508037197502E-5,ms/op
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_4, 100,4,AverageTime,20,0.08279918860711674,0.0010253246560048555,ms/op
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_16, 100,16,AverageTime,20,0.08363432517314662,2.6227505877093253E-4,ms/op
ClassicStreamBenchmark.bench_sequential, 100,1,AverageTime,20,0.11358192830412542,1.3932642720578946E-4,ms/op
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_32, 100,32,AverageTime,20,0.23092553171692992,0.005456717702486867,ms/op
ClassicStreamBenchmark.bench_defaultParallelStream, 1000,7,AverageTime,20,0.38866089399409764,4.096119778764135E-4,ms/op
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_8, 1000,8,AverageTime,20,0.41607058438053707,0.0029735448617183207,ms/op
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_16, 1000,16,AverageTime,20,0.43310733824132075,0.001551798765574493,ms/op
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_4, 1000,4,AverageTime,20,0.44647585756618857,0.007375209328210703,ms/op
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_32, 1000,32,AverageTime,20,0.5033766113687678,0.001964940833735764,ms/op
ClassicStreamBenchmark.bench_sequential, 1000,1,AverageTime,20,1.1592583262282241,0.0017041535635312366,ms/op
ClassicStreamBenchmark.bench_defaultParallelStream, 10000,7,AverageTime,20,3.253846467860602,0.00505651561308494,ms/op
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_8, 10000,8,AverageTime,20,3.556484268550297,0.00951554005022045,ms/op
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_16, 10000,16,AverageTime,20,3.7141042481460738,0.006809064225976204,ms/op
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_4, 10000,4,AverageTime,20,3.725551325650179,0.04305041105837111,ms/op
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_32, 10000,32,AverageTime,20,3.7847475853011465,0.004468184667680342,ms/op
ClassicStreamBenchmark.bench_sequential, 10000,1,AverageTime,20,11.402047945027478,0.1375730916928537,ms/op
ClassicStreamBenchmark.bench_defaultParallelStream, 100000,7,AverageTime,20,31.84609967041488,0.045907416476221465,ms/op
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_8, 100000,8,AverageTime,20,31.882504741430694,0.04923679265927098,ms/op
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_32, 100000,32,AverageTime,20,32.925858131789305,0.07557310812896484,ms/op
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_16, 100000,16,AverageTime,20,33.24567597009142,0.02370576000284648,ms/op
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_4, 100000,4,AverageTime,20,34.31879401760432,0.3105091063187163,ms/op
ClassicStreamBenchmark.bench_sequential, 100000,1,AverageTime,20,113.7608312236338,0.17530829873703443,ms/op
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_32, 1000000,32,AverageTime,20,315.7374487171876,0.2900058616470969,ms/op
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_16, 1000000,16,AverageTime,20,318.3259790234375,0.9680905132743113,ms/op
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_8, 1000000,8,AverageTime,20,320.5357577501513,1.212084267235151,ms/op
ClassicStreamBenchmark.bench_defaultParallelStream, 1000000,7,AverageTime,20,321.2460270829134,0.7774588300792034,ms/op
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_4, 1000000,4,AverageTime,20,329.05705427489244,2.8108862830595345,ms/op
ClassicStreamBenchmark.bench_sequential, 1000000,1,AverageTime,20,1142.0061150666663,6.501554342015101,ms/op
