Label,Input Size,Threads,Mode,Cnt,Score,Score Mean Error,Units
ClassicStreamBenchmark.bench_defaultParallelStream, 10000,19,AverageTime,20,1.0008390556786328,0.0010787419412943095,ms/op
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_32, 10000,32,AverageTime,20,1.042589562413149,0.00597615817984164,ms/op
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_16, 10000,16,AverageTime,20,1.0634065221406128,0.0035916641424637314,ms/op
ForkJoinBenchmark.bench_customForkJoinPool_16, 10000,16,AverageTime,20,1.1713939071593718,0.008466585222031895,ms/op
ForkJoinBenchmark.bench, 10000,19,AverageTime,20,1.1733901527358166,0.013823642604243881,ms/op
ForkJoinBenchmark.bench_customForkJoinPool_32, 10000,32,AverageTime,20,1.2267944271700513,0.0020532814048806504,ms/op
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_8, 10000,8,AverageTime,20,1.3365139853635066,0.009007759692931884,ms/op
ForkJoinBenchmark.bench_customForkJoinPool_8, 10000,8,AverageTime,20,1.4255691347391246,0.00569056949174042,ms/op
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_4, 10000,4,AverageTime,20,1.866186458012362,0.02816040382217663,ms/op
ForkJoinBenchmark.bench_customForkJoinPool_4, 10000,4,AverageTime,20,2.329129891647601,0.013091714606255798,ms/op
ClassicStreamBenchmark.bench_sequential, 10000,1,AverageTime,20,5.794078811976266,0.03171845853022145,ms/op
