Label,Input Size,Threads,Cnt,AvgTimeScore,AvgTimeMeanError,AvgUnits,ThroughputScore,ThroughputMeanError,ThroughputUnits
ClassicStreamBenchmark.bench_defaultParallelStream,1000,7,20,0.3776496089675577,6.228150178188139E-4,ms/op,2.578699653510164,0.004450981112373393,ops/ms
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_8,1000,8,20,0.4154206036994853,6.854301155296276E-4,ms/op,2.4178356335739566,0.002441893145257446,ops/ms
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_16,1000,16,20,0.43718432283695086,0.0013287319897045274,ms/op,2.3572239897147425,0.015785981654369147,ops/ms
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_4,1000,4,20,0.4531417184802449,0.00432210859560661,ms/op,2.217372951128231,0.02948869727677547,ops/ms
ForkJoinBenchmark.bench,1000,7,20,0.4632771694784338,3.4671976007046463E-4,ms/op,2.1429024357326285,0.013399196504629065,ops/ms
ForkJoinBenchmark.bench_customForkJoinPool_8,1000,8,20,0.4685937814192032,0.0024044108090650325,ms/op,2.1456205827880916,0.009765148127971938,ops/ms
ForkJoinBenchmark.bench_customForkJoinPool_16,1000,16,20,0.476086125751746,8.20621201507883E-4,ms/op,2.0745655557923555,0.0034413471687161834,ops/ms
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_32,1000,32,20,0.5025064675418232,0.0031916570205685916,ms/op,1.9933022946504633,0.011609482967808898,ops/ms
ForkJoinBenchmark.bench_customForkJoinPool_32,1000,32,20,0.5501574820266,0.0022527324149646203,ms/op,1.8070675961405578,0.012948660026899848,ops/ms
ForkJoinBenchmark.bench_customForkJoinPool_4,1000,4,20,0.5922125887197114,0.0015148771038536427,ms/op,1.6901810447577694,0.006543658786492519,ops/ms
ClassicStreamBenchmark.bench_sequential,1000,1,20,1.1033871307593222,0.0038629346127769955,ms/op,0.8812260224686209,8.691021086647326E-4,ops/ms
