Label,Input Size,Threads,Cnt,AvgTimeScore,AvgTimeMeanError,AvgUnits,ThroughputScore,ThroughputMeanError,ThroughputUnits
ClassicStreamBenchmark.bench_defaultParallelStream,100,7,20,0.06714755224892802,3.713113413851347E-5,ms/op,14.872609352640723,0.05128819791825737,ops/ms
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_8,100,8,20,0.07765205763939463,6.324883570967828E-4,ms/op,12.827001245719199,0.00875556940166298,ops/ms
ForkJoinBenchmark.bench,100,7,20,0.08016136334013899,4.303252878972784E-4,ms/op,12.11379329573099,0.012117892333181283,ops/ms
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_4,100,4,20,0.08069969205678827,0.0012706380956090284,ms/op,12.121898779940853,0.12427378112331997,ops/ms
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_16,100,16,20,0.08320064895419413,1.7894924501794574E-4,ms/op,12.074006079907083,0.02421379147817958,ops/ms
ForkJoinBenchmark.bench_customForkJoinPool_8,100,8,20,0.0898458006742372,9.385148027419144E-5,ms/op,11.127478786392139,0.020029380062770104,ops/ms
ForkJoinBenchmark.bench_customForkJoinPool_16,100,16,20,0.09354462533403499,6.378574903135791E-5,ms/op,10.687388521734665,0.006339885470245052,ops/ms
ForkJoinBenchmark.bench_customForkJoinPool_32,100,32,20,0.09367492251174572,4.5094090401600253E-5,ms/op,10.573342545954727,0.0066211406901247076,ops/ms
ForkJoinBenchmark.bench_customForkJoinPool_4,100,4,20,0.10947533070773985,9.829958470983008E-4,ms/op,9.277229338019469,0.0828250347828421,ops/ms
ClassicStreamBenchmark.bench_sequential,100,1,20,0.11426543023885467,1.785997732308179E-4,ms/op,8.767766552506302,0.011445536790365033,ops/ms
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_32,100,32,20,0.2371652408009169,0.00422623915031607,ms/op,4.275041289514286,0.09412087315199492,ops/ms
ClassicStreamBenchmark.bench_defaultParallelStream,1000,7,20,0.3821552416824739,0.0030738069192941912,ms/op,2.576927281679141,0.03681265251092363,ops/ms
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_8,1000,8,20,0.4110207838399435,5.783719751777604E-4,ms/op,2.3671961810772464,0.007421830373459329,ops/ms
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_16,1000,16,20,0.42497662133579234,0.0012767064752619403,ms/op,2.376985048458158,0.006219789109921156,ops/ms
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_4,1000,4,20,0.4462192554009099,0.006001511833129678,ms/op,2.2297312757380903,0.030466773581805048,ops/ms
ForkJoinBenchmark.bench_customForkJoinPool_8,1000,8,20,0.4778568443630231,0.0024562600338396885,ms/op,2.1033957591964447,0.010257466999991024,ops/ms
ForkJoinBenchmark.bench,1000,7,20,0.48415501226988444,4.5569647278975614E-4,ms/op,2.116912089403013,0.001991847378908835,ops/ms
ForkJoinBenchmark.bench_customForkJoinPool_16,1000,16,20,0.4879965927859426,0.0015854451545518876,ms/op,2.0801760677685324,0.003183867097889359,ops/ms
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_32,1000,32,20,0.4955200647253698,0.0026294621478762446,ms/op,1.9718544676388519,0.009949208232775574,ops/ms
ForkJoinBenchmark.bench_customForkJoinPool_32,1000,32,20,0.5629250757962685,0.0024379533886160036,ms/op,1.8075850139640455,0.008784459282425692,ops/ms
ForkJoinBenchmark.bench_customForkJoinPool_4,1000,4,20,0.6003209309704678,0.0034308538568396376,ms/op,1.679736463400097,0.0076907761320131615,ops/ms
ClassicStreamBenchmark.bench_sequential,1000,1,20,1.138420881162819,0.0011980877195507521,ms/op,0.9090748850902932,0.0016760644295311237,ops/ms
ClassicStreamBenchmark.bench_defaultParallelStream,10000,7,20,3.2518252890421047,0.00482417388456893,ms/op,0.3025464001195031,6.561086917944183E-4,ops/ms
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_8,10000,8,20,3.572398472842104,0.011531466961089004,ms/op,0.2795401290240449,6.926894224871433E-4,ops/ms
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_16,10000,16,20,3.5984137588690785,0.00552148362517419,ms/op,0.2687633944155891,4.910140346904383E-4,ops/ms
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_4,10000,4,20,3.616525775021681,0.03380807614696148,ms/op,0.2676728240293087,0.002952822266864224,ops/ms
ForkJoinBenchmark.bench_customForkJoinPool_16,10000,16,20,3.8414896031295647,0.012662530140009152,ms/op,0.25911203874427235,6.728868100515348E-4,ops/ms
ForkJoinBenchmark.bench_customForkJoinPool_8,10000,8,20,3.872766703001713,0.004578014145794649,ms/op,0.2516030049421412,3.5257833115170825E-4,ops/ms
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_32,10000,32,20,3.933803218550712,0.006465407381339959,ms/op,0.26589225082044565,4.177672685370417E-4,ops/ms
ForkJoinBenchmark.bench_customForkJoinPool_32,10000,32,20,3.9439145101802198,0.00801593607332474,ms/op,0.2408971870561666,0.0017698555241862657,ops/ms
ForkJoinBenchmark.bench,10000,7,20,4.0256172304579065,0.007868156836141376,ms/op,0.25322222943393047,3.8672415073757224E-4,ops/ms
ForkJoinBenchmark.bench_customForkJoinPool_4,10000,4,20,4.9024649458764795,0.01923321527631847,ms/op,0.20304558539753378,9.50807261889557E-4,ops/ms
ClassicStreamBenchmark.bench_sequential,10000,1,20,11.095844781211024,0.019023209105431253,ms/op,0.0897878339611567,2.2077667578338883E-4,ops/ms
ClassicStreamBenchmark.bench_defaultParallelStream,100000,7,20,31.83315275718318,0.05288466320935975,ms/op,0.03130816212095326,6.345536445886812E-5,ops/ms
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_8,100000,8,20,32.16108929744723,0.049085968936244055,ms/op,0.03154277523338615,6.002926764515534E-5,ops/ms
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_16,100000,16,20,32.882515897122516,0.0380669092212985,ms/op,0.030111863982940634,3.3026679026012676E-5,ops/ms
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_32,100000,32,20,33.60687083356218,0.08027479983931668,ms/op,0.02922032287327157,2.069411258031746E-4,ops/ms
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_4,100000,4,20,34.08975602346475,0.29052194426025724,ms/op,0.028194403148774423,2.1218484951479106E-4,ops/ms
ForkJoinBenchmark.bench_customForkJoinPool_8,100000,8,20,35.36394624457216,0.08439945325016072,ms/op,0.027843427707254242,3.190898176627295E-5,ops/ms
ForkJoinBenchmark.bench_customForkJoinPool_16,100000,16,20,35.61865332391703,0.05152285418115936,ms/op,0.028218182435717647,4.266974364903941E-5,ops/ms
ForkJoinBenchmark.bench_customForkJoinPool_32,100000,32,20,35.64135362669385,0.17323137564539892,ms/op,0.02754704693071549,3.591025361392891E-5,ops/ms
ForkJoinBenchmark.bench,100000,7,20,36.229026949960065,0.0885199366594141,ms/op,0.027846717330277004,3.137250876900014E-5,ops/ms
ForkJoinBenchmark.bench_customForkJoinPool_4,100000,4,20,41.60683244437824,0.33902048542132635,ms/op,0.02447592562828875,1.740387099785759E-4,ops/ms
ClassicStreamBenchmark.bench_sequential,100000,1,20,113.22503054999997,0.08014163608752604,ms/op,0.008957985665734778,7.308457481647965E-6,ops/ms
ClassicStreamBenchmark.bench_defaultParallelStream,1000000,7,20,307.10822694242427,0.7912637527273424,ms/op,0.003187846983410296,8.7879025131383E-6,ops/ms
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_8,1000000,8,20,318.2992356578125,0.5638523813870002,ms/op,0.003088117701579126,9.004489846985501E-6,ops/ms
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_32,1000000,32,20,320.48162244375,0.5984416349996069,ms/op,0.0030591916234501844,7.935407449045465E-6,ops/ms
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_16,1000000,16,20,324.80180525967745,0.570624838313328,ms/op,0.0030531144941770036,7.872329419568194E-6,ops/ms
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_4,1000000,4,20,334.9804391607528,3.1797815733313177,ms/op,0.0028746946716654747,3.752979020391835E-5,ops/ms
ForkJoinBenchmark.bench_customForkJoinPool_8,1000000,8,20,356.86099078959364,0.3487744199764054,ms/op,0.002777960380956841,3.6020594781530656E-6,ops/ms
ForkJoinBenchmark.bench_customForkJoinPool_16,1000000,16,20,358.6680009053572,0.4265219229495139,ms/op,0.002819021202341266,2.606197467890607E-6,ops/ms
ForkJoinBenchmark.bench,1000000,7,20,360.4959989142857,0.2656150573209038,ms/op,0.0027918223585540725,4.047407586131831E-6,ops/ms
ForkJoinBenchmark.bench_customForkJoinPool_32,1000000,32,20,361.75289745535713,2.1044366584670122,ms/op,0.0028804888598113567,3.411766269819921E-6,ops/ms
ForkJoinBenchmark.bench_customForkJoinPool_4,1000000,4,20,380.93853000299134,3.054350029613068,ms/op,0.002577984984031993,1.861535433213379E-5,ops/ms
