Label,Input Size,Threads,Mode,Cnt,Score,Score Mean Error,Units
ForkJoinBenchmark.bench_customForkJoinPool_4, 100000,4,AverageTime,20,41.60683244437824,0.33902048542132635,ms/op
ClassicStreamBenchmark.bench_sequential, 100000,1,AverageTime,20,113.22503054999997,0.08014163608752604,ms/op
ClassicStreamBenchmark.bench_defaultParallelStream, 1000000,7,AverageTime,20,307.10822694242427,0.7912637527273424,ms/op
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_8, 1000000,8,AverageTime,20,318.2992356578125,0.5638523813870002,ms/op
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_32, 1000000,32,AverageTime,20,320.48162244375,0.5984416349996069,ms/op
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_16, 1000000,16,AverageTime,20,324.80180525967745,0.570624838313328,ms/op
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_4, 1000000,4,AverageTime,20,334.9804391607528,3.1797815733313177,ms/op
ForkJoinBenchmark.bench_customForkJoinPool_8, 1000000,8,AverageTime,20,356.86099078959364,0.3487744199764054,ms/op
ForkJoinBenchmark.bench_customForkJoinPool_16, 1000000,16,AverageTime,20,358.6680009053572,0.4265219229495139,ms/op
ForkJoinBenchmark.bench, 1000000,7,AverageTime,20,360.4959989142857,0.2656150573209038,ms/op
ForkJoinBenchmark.bench_customForkJoinPool_32, 1000000,32,AverageTime,20,361.75289745535713,2.1044366584670122,ms/op
ForkJoinBenchmark.bench_customForkJoinPool_4, 1000000,4,AverageTime,20,380.93853000299134,3.054350029613068,ms/op
ClassicStreamBenchmark.bench_sequential, 1000000,1,AverageTime,20,1142.4943080944445,1.7648954376667687,ms/op
