Label,Input Size,Threads,Mode,Cnt,Score,Score Mean Error,Units
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_8, 10000,8,AverageTime,20,1.3157002285118722,0.00663165303390686,ms/op
ForkJoinBenchmark.bench_customForkJoinPool_8, 10000,8,AverageTime,20,1.4013314844532583,0.008548573054056057,ms/op
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_4, 10000,4,AverageTime,20,1.7176840354981,0.02330378778034676,ms/op
ForkJoinBenchmark.bench_customForkJoinPool_4, 10000,4,AverageTime,20,2.220363554733385,0.011857796585219054,ms/op
ClassicStreamBenchmark.bench_sequential, 10000,1,AverageTime,20,5.718486907374116,0.014670895554887283,ms/op
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_16, 100000,16,AverageTime,20,9.05304711349573,0.02409408333366244,ms/op
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_32, 100000,32,AverageTime,20,9.731066392360042,0.019360379804392595,ms/op
ClassicStreamBenchmark.bench_defaultParallelStream, 100000,19,AverageTime,20,9.790560043474448,0.01601875591734671,ms/op
ForkJoinBenchmark.bench_customForkJoinPool_32, 100000,32,AverageTime,20,10.735569858373792,0.013306530458720201,ms/op
ForkJoinBenchmark.bench, 100000,19,AverageTime,20,11.128067385457365,0.01587367166796842,ms/op
ForkJoinBenchmark.bench_customForkJoinPool_16, 100000,16,AverageTime,20,11.277302101532976,0.015295365242098699,ms/op
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_8, 100000,8,AverageTime,20,11.733590642010636,0.017772855863622858,ms/op
ForkJoinBenchmark.bench_customForkJoinPool_8, 100000,8,AverageTime,20,13.001313617871944,0.019489164970961724,ms/op
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_4, 100000,4,AverageTime,20,16.708344487778955,0.050519955864956986,ms/op
ForkJoinBenchmark.bench_customForkJoinPool_4, 100000,4,AverageTime,20,18.538032999664406,0.06912375237982706,ms/op
ClassicStreamBenchmark.bench_sequential, 100000,1,AverageTime,20,55.62243550035041,0.13728179050068354,ms/op
ClassicStreamBenchmark.bench_defaultParallelStream, 1000000,19,AverageTime,20,89.10289090624605,0.176338902324376,ms/op
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_16, 1000000,16,AverageTime,20,89.23997901983249,0.19076887456816952,ms/op
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_32, 1000000,32,AverageTime,20,90.07798314349259,0.16039588091595272,ms/op
ForkJoinBenchmark.bench, 1000000,19,AverageTime,20,103.41350199690721,0.14582085836771708,ms/op
ForkJoinBenchmark.bench_customForkJoinPool_32, 1000000,32,AverageTime,20,103.42682326185567,0.08873500418815258,ms/op
ForkJoinBenchmark.bench_customForkJoinPool_16, 1000000,16,AverageTime,20,103.53712985618556,0.16872977927044872,ms/op
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_8, 1000000,8,AverageTime,20,111.92413055722223,0.20160599123013873,ms/op
ForkJoinBenchmark.bench_customForkJoinPool_8, 1000000,8,AverageTime,20,122.44805511116661,0.3183713628256515,ms/op
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_4, 1000000,4,AverageTime,20,165.1337083196721,0.5576804624570573,ms/op
ForkJoinBenchmark.bench_customForkJoinPool_4, 1000000,4,AverageTime,20,184.74061720888886,0.6793000747706489,ms/op
ClassicStreamBenchmark.bench_sequential, 1000000,1,AverageTime,20,571.8106359166666,2.0232959534060857,ms/op
