Label,Input Size,Threads,Mode,Cnt,Score,Score Mean Error,Units
ForkJoinBenchmark.bench_customForkJoinPool_4, 1000,4,Throughput,20,4.446577284103504,0.0287681283122658,ops/ms
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_4, 1000,4,Throughput,20,5.212333245787975,0.02078537389313762,ops/ms
ForkJoinBenchmark.bench_customForkJoinPool_32, 1000,32,Throughput,20,5.686676639579498,0.007934778773368836,ops/ms
ForkJoinBenchmark.bench_customForkJoinPool_8, 1000,8,Throughput,20,5.8239277690244595,0.04495637356947349,ops/ms
ForkJoinBenchmark.bench_customForkJoinPool_16, 1000,16,Throughput,20,6.331562188663631,0.016681141543365766,ops/ms
ForkJoinBenchmark.bench, 1000,19,Throughput,20,6.3494391537252435,0.005332326221749582,ops/ms
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_8, 1000,8,Throughput,20,6.883013201291123,0.032889489887969754,ops/ms
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_32, 1000,32,Throughput,20,7.391974676899169,0.01517833119536837,ops/ms
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_16, 1000,16,Throughput,20,7.709404172167997,0.0345465980786132,ops/ms
ClassicStreamBenchmark.bench_defaultParallelStream, 1000,19,Throughput,20,7.803324233678485,0.045485280688369344,ops/ms
ClassicStreamBenchmark.bench_sequential, 100,1,Throughput,20,17.723737204477693,0.03645184179484923,ops/ms
ForkJoinBenchmark.bench_customForkJoinPool_16, 100,16,Throughput,20,24.054332320210953,0.10616228432852932,ops/ms
ForkJoinBenchmark.bench_customForkJoinPool_32, 100,32,Throughput,20,24.268763216012708,0.07440692522073321,ops/ms
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_32, 100,32,Throughput,20,24.458019767868375,0.03574760652531279,ops/ms
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_16, 100,16,Throughput,20,24.977721429767794,0.2287252505405028,ops/ms
ForkJoinBenchmark.bench_customForkJoinPool_4, 100,4,Throughput,20,26.579306311172484,0.3832120460224847,ops/ms
ForkJoinBenchmark.bench, 100,19,Throughput,20,26.67803137917769,0.08352718231141401,ops/ms
ForkJoinBenchmark.bench_customForkJoinPool_8, 100,8,Throughput,20,26.980532510515303,0.14521775118062163,ops/ms
ClassicStreamBenchmark.bench_defaultParallelStream, 100,19,Throughput,20,28.34197186337144,0.5722826682520322,ops/ms
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_8, 100,8,Throughput,20,30.907952980741232,0.17768924062624614,ops/ms
ClassicStreamBenchmark.bench_parallelStreamWithCustomForkJoinPool_4, 100,4,Throughput,20,31.6443337793521,0.31752936411393323,ops/ms
